Village_Code,Town_Code,縣市,鄉鎮區,村里,KMT,DPP,PFP,KMT_rate,DPP_rate,PFP_rate,Valid_Votes,Invalid_Votes,Votes,Valid_People,Votes_Rate
6502100-001,6502100,新北市,三芝區,八賢里,59,133,15,0.285024155,0.642512077,0.072463768,207,4,211,327,0.645259939
6502100-002,6502100,新北市,三芝區,埔頭里,925,1396,342,0.34735261,0.524220804,0.128426587,2663,37,2700,4428,0.609756098
6502100-003,6502100,新北市,三芝區,古庄里,209,322,73,0.34602649,0.533112583,0.120860927,604,9,613,980,0.625510204
6502100-004,6502100,新北市,三芝區,新庄里,237,269,36,0.437269373,0.496309963,0.066420664,542,9,551,829,0.664656212
6502100-005,6502100,新北市,三芝區,埔坪里,1392,1685,356,0.40547626,0.490824352,0.103699388,3433,41,3474,5953,0.583571309
6502100-006,6502100,新北市,三芝區,茂長里,164,207,44,0.395180723,0.498795181,0.106024096,415,8,423,600,0.705
6502100-007,6502100,新北市,三芝區,橫山里,145,154,23,0.450310559,0.47826087,0.071428571,322,5,327,508,0.643700787
6502100-008,6502100,新北市,三芝區,錫板里,166,287,37,0.33877551,0.585714286,0.075510204,490,8,498,722,0.689750693
6502100-009,6502100,新北市,三芝區,後厝里,530,543,132,0.439834025,0.450622407,0.109543568,1205,13,1218,2012,0.605367793
6502100-010,6502100,新北市,三芝區,福德里,192,251,53,0.387096774,0.506048387,0.106854839,496,8,504,764,0.659685864
6502100-011,6502100,新北市,三芝區,圓山里,95,200,29,0.293209877,0.617283951,0.089506173,324,7,331,533,0.621013133
6502100-012,6502100,新北市,三芝區,店子里,105,271,32,0.257352941,0.664215686,0.078431373,408,12,420,606,0.693069307
6502100-013,6502100,新北市,三芝區,興華里,209,464,58,0.285909713,0.634746922,0.079343365,731,12,743,1151,0.64552563
6500200-001,6500200,新北市,三重區,大有里,827,2066,351,0.254932182,0.636868064,0.108199753,3244,29,3273,4684,0.698761742
6500200-002,6500200,新北市,三重區,二重里,227,641,97,0.235233161,0.664248705,0.100518135,965,17,982,1420,0.691549296
6500200-003,6500200,新北市,三重區,頂崁里,304,1003,162,0.206943499,0.6827774,0.110279101,1469,12,1481,1998,0.741241241
6500200-004,6500200,新北市,三重區,谷王里,190,410,59,0.28831563,0.62215478,0.08952959,659,5,664,870,0.763218391
6500200-005,6500200,新北市,三重區,中興里,603,1532,256,0.252195734,0.640736094,0.107068172,2391,18,2409,3301,0.729778855
6500200-006,6500200,新北市,三重區,德厚里,74,195,16,0.259649123,0.684210526,0.056140351,285,2,287,384,0.747395833
6500200-007,6500200,新北市,三重區,成功里,1078,1967,447,0.308705613,0.563287514,0.128006873,3492,29,3521,5053,0.696813774
6500200-008,6500200,新北市,三重區,福祉里,912,1918,363,0.285624804,0.600689007,0.113686189,3193,25,3218,4645,0.692787944
6500200-009,6500200,新北市,三重區,福民里,552,1274,200,0.272458045,0.628825271,0.098716683,2026,29,2055,3011,0.682497509
6500200-010,6500200,新北市,三重區,過田里,1171,2058,446,0.318639456,0.56,0.121360544,3675,49,3724,8042,0.463068888
6500200-011,6500200,新北市,三重區,錦田里,285,784,150,0.233798195,0.643150123,0.123051682,1219,10,1229,1809,0.679380873
6500200-012,6500200,新北市,三重區,重明里,601,1305,211,0.2838923,0.616438356,0.099669343,2117,26,2143,2980,0.719127517
6500200-013,6500200,新北市,三重區,光田里,830,1700,313,0.291945128,0.597959902,0.11009497,2843,34,2877,3911,0.735617489
6500200-014,6500200,新北市,三重區,光陽里,1187,2318,449,0.300202327,0.58624178,0.113555893,3954,46,4000,5485,0.729261623
6500200-015,6500200,新北市,三重區,田心里,627,1588,275,0.251807229,0.637751004,0.110441767,2490,33,2523,3595,0.701808067
6500200-016,6500200,新北市,三重區,福田里,554,1466,266,0.242344707,0.641294838,0.116360455,2286,29,2315,3174,0.729363579
6500200-017,6500200,新北市,三重區,田中里,891,2516,395,0.234350342,0.66175697,0.103892688,3802,47,3849,5335,0.721462043
6500200-018,6500200,新北市,三重區,田安里,1005,2262,474,0.268644747,0.604651163,0.12670409,3741,45,3786,5306,0.713531851
6500200-019,6500200,新北市,三重區,三民里,498,1188,201,0.26391097,0.629570747,0.106518283,1887,19,1906,2814,0.677327647
6500200-020,6500200,新北市,三重區,光明里,1255,2364,557,0.30052682,0.566091954,0.133381226,4176,48,4224,6181,0.683384566
6500200-021,6500200,新北市,三重區,光正里,487,768,170,0.341754386,0.538947368,0.119298246,1425,16,1441,2148,0.670856611
6500200-022,6500200,新北市,三重區,同安里,236,463,118,0.288861689,0.566707466,0.144430845,817,12,829,1256,0.660031847
6500200-023,6500200,新北市,三重區,同慶里,352,588,136,0.327137546,0.546468401,0.126394052,1076,17,1093,1572,0.695292621
6500200-024,6500200,新北市,三重區,菜寮里,377,795,160,0.283033033,0.596846847,0.12012012,1332,19,1351,1875,0.720533333
6500200-025,6500200,新北市,三重區,永春里,356,701,156,0.293487222,0.577906018,0.12860676,1213,26,1239,1678,0.738379023
6500200-026,6500200,新北市,三重區,中正里,257,518,121,0.286830357,0.578125,0.135044643,896,10,906,1262,0.717908082
6500200-027,6500200,新北市,三重區,吉利里,261,507,101,0.300345224,0.583429229,0.116225547,869,9,878,1296,0.677469136
6500200-028,6500200,新北市,三重區,大同里,364,633,121,0.325581395,0.566189624,0.10822898,1118,19,1137,1702,0.668037603
6500200-029,6500200,新北市,三重區,中民里,266,428,95,0.337135615,0.542458809,0.120405577,789,15,804,1151,0.698523023
6500200-030,6500200,新北市,三重區,平和里,275,539,111,0.297297297,0.582702703,0.12,925,23,948,1397,0.678596994
6500200-031,6500200,新北市,三重區,大安里,319,522,115,0.333682008,0.546025105,0.120292887,956,7,963,1442,0.667822469
6500200-032,6500200,新北市,三重區,仁德里,309,766,120,0.258577406,0.641004184,0.10041841,1195,16,1211,1812,0.668322296
6500200-033,6500200,新北市,三重區,忠孝里,296,605,130,0.287099903,0.586808923,0.126091174,1031,11,1042,1535,0.678827362
6500200-034,6500200,新北市,三重區,仁義里,225,401,73,0.321888412,0.573676681,0.104434907,699,10,709,1014,0.699211045
6500200-035,6500200,新北市,三重區,光榮里,269,514,98,0.305334847,0.583427923,0.11123723,881,8,889,1274,0.697802198
6500200-036,6500200,新北市,三重區,光輝里,301,561,102,0.312240664,0.581950207,0.105809129,964,11,975,1363,0.715333822
6500200-037,6500200,新北市,三重區,福星里,172,364,72,0.282894737,0.598684211,0.118421053,608,9,617,901,0.684794673
6500200-038,6500200,新北市,三重區,福利里,413,762,176,0.305699482,0.564026647,0.130273871,1351,11,1362,2023,0.673257538
6500200-039,6500200,新北市,三重區,清和里,700,1353,288,0.299017514,0.577958138,0.123024349,2341,32,2373,3314,0.716053108
6500200-040,6500200,新北市,三重區,永興里,257,449,89,0.32327044,0.564779874,0.111949686,795,12,807,1169,0.690333618
6500200-041,6500200,新北市,三重區,中山里,454,945,146,0.293851133,0.611650485,0.094498382,1545,17,1562,2313,0.675313446
6500200-042,6500200,新北市,三重區,大園里,403,974,186,0.257837492,0.623160589,0.119001919,1563,10,1573,2257,0.696942844
6500200-043,6500200,新北市,三重區,國隆里,504,963,226,0.297696397,0.568812758,0.133490845,1693,23,1716,2347,0.731146144
6500200-044,6500200,新北市,三重區,重陽里,635,1308,256,0.288767622,0.594815825,0.116416553,2199,29,2228,3146,0.70820089
6500200-045,6500200,新北市,三重區,民生里,672,1638,300,0.257471264,0.627586207,0.114942529,2610,24,2634,3740,0.704278075
6500200-046,6500200,新北市,三重區,重新里,198,597,101,0.220982143,0.666294643,0.112723214,896,10,906,1279,0.708365911
6500200-047,6500200,新北市,三重區,正德里,210,438,79,0.288858322,0.602475928,0.10866575,727,3,730,1011,0.722057369
6500200-048,6500200,新北市,三重區,正義里,323,693,152,0.276541096,0.593321918,0.130136986,1168,21,1189,1620,0.733950617
6500200-049,6500200,新北市,三重區,正安里,344,726,136,0.285240464,0.60199005,0.112769486,1206,13,1219,1746,0.698167239
6500200-050,6500200,新北市,三重區,自強里,301,728,143,0.256825939,0.62116041,0.122013652,1172,19,1191,1636,0.72799511
6500200-051,6500200,新北市,三重區,文化里,418,898,172,0.280913978,0.603494624,0.115591398,1488,17,1505,2072,0.726351351
6500200-052,6500200,新北市,三重區,中央里,293,711,123,0.259982254,0.630878438,0.109139308,1127,12,1139,1556,0.732005141
6500200-053,6500200,新北市,三重區,雙園里,191,333,69,0.322091062,0.561551433,0.116357504,593,5,598,870,0.687356322
6500200-054,6500200,新北市,三重區,錦通里,291,561,131,0.296032553,0.570701933,0.133265514,983,10,993,1375,0.722181818
6500200-055,6500200,新北市,三重區,錦安里,340,663,110,0.305480683,0.595687332,0.098831986,1113,11,1124,1636,0.687041565
6500200-056,6500200,新北市,三重區,長安里,382,832,147,0.280675974,0.611315209,0.108008817,1361,11,1372,2007,0.683607374
6500200-057,6500200,新北市,三重區,光華里,337,689,152,0.286078098,0.584889643,0.129032258,1178,6,1184,1742,0.67967853
6500200-058,6500200,新北市,三重區,長生里,109,349,69,0.20683112,0.662239089,0.130929791,527,3,530,789,0.671736375
6500200-059,6500200,新北市,三重區,開元里,252,561,120,0.270096463,0.601286174,0.128617363,933,12,945,1301,0.726364335
6500200-060,6500200,新北市,三重區,大德里,132,314,66,0.2578125,0.61328125,0.12890625,512,3,515,736,0.699728261
6500200-061,6500200,新北市,三重區,長元里,433,896,185,0.285997358,0.591809775,0.122192867,1514,27,1541,2188,0.704296161
6500200-062,6500200,新北市,三重區,長江里,349,786,130,0.275889328,0.621343874,0.102766798,1265,15,1280,1817,0.704457898
6500200-063,6500200,新北市,三重區,長泰里,302,887,168,0.222549742,0.653647752,0.123802506,1357,11,1368,2011,0.680258578
6500200-064,6500200,新北市,三重區,長福里,238,577,140,0.24921466,0.604188482,0.146596859,955,9,964,1411,0.683203402
6500200-065,6500200,新北市,三重區,介壽里,226,409,72,0.319660537,0.578500707,0.101838755,707,10,717,1045,0.686124402
6500200-066,6500200,新北市,三重區,萬壽里,422,720,134,0.330721003,0.564263323,0.105015674,1276,17,1293,1794,0.720735786
6500200-067,6500200,新北市,三重區,錦江里,399,909,170,0.269959405,0.615020298,0.115020298,1478,20,1498,2137,0.700982686
6500200-068,6500200,新北市,三重區,龍濱里,522,1204,232,0.26659857,0.614913177,0.118488253,1958,20,1978,2821,0.701169798
6500200-069,6500200,新北市,三重區,龍門里,275,705,133,0.247079964,0.633423181,0.119496855,1113,11,1124,1657,0.678334339
6500200-070,6500200,新北市,三重區,秀江里,255,490,77,0.310218978,0.596107056,0.093673966,822,10,832,1203,0.691604323
6500200-071,6500200,新北市,三重區,奕壽里,277,666,115,0.261814745,0.629489603,0.108695652,1058,22,1080,1580,0.683544304
6500200-072,6500200,新北市,三重區,三安里,426,1008,192,0.26199262,0.619926199,0.118081181,1626,12,1638,2421,0.676579926
6500200-073,6500200,新北市,三重區,福安里,491,1154,206,0.265262021,0.623446786,0.111291194,1851,17,1868,2649,0.705171763
6500200-074,6500200,新北市,三重區,信安里,320,689,115,0.284697509,0.612989324,0.102313167,1124,15,1139,1713,0.664915353
6500200-075,6500200,新北市,三重區,安慶里,331,836,149,0.251519757,0.635258359,0.113221884,1316,11,1327,1825,0.727123288
6500200-076,6500200,新北市,三重區,幸福里,699,1636,342,0.261113186,0.611131864,0.12775495,2677,30,2707,3954,0.684623166
6500200-077,6500200,新北市,三重區,六合里,596,1374,286,0.264184397,0.609042553,0.12677305,2256,28,2284,3255,0.701689708
6500200-078,6500200,新北市,三重區,六福里,758,2151,387,0.229975728,0.652609223,0.117415049,3296,27,3323,4766,0.697230382
6500200-079,6500200,新北市,三重區,順德里,369,853,169,0.265276779,0.613227894,0.121495327,1391,7,1398,2024,0.690711462
6500200-080,6500200,新北市,三重區,承德里,328,661,139,0.290780142,0.585992908,0.12322695,1128,19,1147,1608,0.713308458
6500200-081,6500200,新北市,三重區,瑞德里,373,942,145,0.255479452,0.645205479,0.099315068,1460,14,1474,2063,0.714493456
6500200-082,6500200,新北市,三重區,崇德里,614,1609,252,0.248080808,0.65010101,0.101818182,2475,24,2499,3541,0.705732844
6500200-083,6500200,新北市,三重區,厚德里,602,1341,227,0.277419355,0.61797235,0.104608295,2170,36,2206,3020,0.730463576
6500200-084,6500200,新北市,三重區,維德里,412,1219,180,0.22749862,0.67310878,0.099392601,1811,18,1829,2543,0.719229257
6500200-085,6500200,新北市,三重區,尚德里,559,1101,226,0.296394486,0.583775186,0.119830329,1886,21,1907,2711,0.703430468
6500200-086,6500200,新北市,三重區,培德里,580,1446,250,0.25483304,0.635325132,0.109841828,2276,21,2297,3236,0.709826947
6500200-087,6500200,新北市,三重區,永德里,704,1850,337,0.243514355,0.639916984,0.116568661,2891,40,2931,4222,0.694220748
6500200-088,6500200,新北市,三重區,永盛里,464,1280,240,0.233870968,0.64516129,0.120967742,1984,21,2005,2843,0.705240943
6500200-089,6500200,新北市,三重區,永福里,711,2134,321,0.224573594,0.674036639,0.101389766,3166,30,3196,4535,0.704740904
6500200-090,6500200,新北市,三重區,永清里,725,2149,345,0.225225225,0.667598633,0.107176142,3219,23,3242,4757,0.681521968
6500200-091,6500200,新北市,三重區,永安里,646,1498,273,0.26727348,0.619776583,0.112949938,2417,23,2440,3455,0.706222865
6500200-092,6500200,新北市,三重區,永煇里,331,1131,150,0.205334988,0.701612903,0.093052109,1612,14,1626,2256,0.720744681
6500200-093,6500200,新北市,三重區,溪美里,1217,2938,553,0.258496177,0.62404418,0.117459643,4708,50,4758,6774,0.702391497
6500200-094,6500200,新北市,三重區,福隆里,632,1548,315,0.253306613,0.620440882,0.126252505,2495,21,2516,3757,0.669683258
6500200-095,6500200,新北市,三重區,五常里,617,1611,292,0.24484127,0.639285714,0.115873016,2520,20,2540,3589,0.707718027
6500200-096,6500200,新北市,三重區,五福里,564,1349,215,0.265037594,0.633928571,0.101033835,2128,14,2142,3246,0.659889094
6500200-097,6500200,新北市,三重區,仁忠里,482,1138,206,0.263964951,0.623220153,0.112814896,1826,24,1850,2758,0.670775925
6500200-098,6500200,新北市,三重區,慈福里,310,887,159,0.228613569,0.654129794,0.117256637,1356,22,1378,2030,0.678817734
6500200-099,6500200,新北市,三重區,慈生里,396,905,157,0.271604938,0.620713306,0.107681756,1458,20,1478,2089,0.707515558
6500200-100,6500200,新北市,三重區,慈惠里,284,954,122,0.208823529,0.701470588,0.089705882,1360,18,1378,1942,0.709577755
6500200-101,6500200,新北市,三重區,慈愛里,517,1428,202,0.240801118,0.665114113,0.094084769,2147,30,2177,3172,0.686317781
6500200-102,6500200,新北市,三重區,慈化里,368,943,185,0.245989305,0.630347594,0.123663102,1496,9,1505,2199,0.684402001
6500200-103,6500200,新北市,三重區,慈祐里,700,1866,287,0.245355766,0.65404837,0.100595864,2853,23,2876,4045,0.711001236
6500200-104,6500200,新北市,三重區,五華里,709,1929,332,0.238720539,0.649494949,0.111784512,2970,27,2997,4350,0.688965517
6500200-105,6500200,新北市,三重區,富貴里,1063,1987,410,0.307225434,0.574277457,0.11849711,3460,31,3491,5197,0.671733693
6500200-106,6500200,新北市,三重區,富華里,465,1161,203,0.254237288,0.6347731,0.110989612,1829,17,1846,2769,0.666666667
6500200-107,6500200,新北市,三重區,富福里,291,747,106,0.254370629,0.652972028,0.092657343,1144,12,1156,1788,0.646532438
6500200-108,6500200,新北市,三重區,碧華里,1133,2249,401,0.299497753,0.594501718,0.106000529,3783,26,3809,5709,0.667192153
6500200-109,6500200,新北市,三重區,五谷里,301,691,128,0.26875,0.616964286,0.114285714,1120,11,1131,1582,0.714917826
6500200-110,6500200,新北市,三重區,博愛里,787,1669,308,0.284732272,0.603835022,0.111432706,2764,37,2801,4027,0.695555004
6500200-111,6500200,新北市,三重區,福德里,668,1401,277,0.284739983,0.597186701,0.118073316,2346,29,2375,3370,0.704747774
6500200-112,6500200,新北市,三重區,永吉里,475,1068,207,0.271428571,0.610285714,0.118285714,1750,24,1774,2571,0.69000389
6500200-113,6500200,新北市,三重區,永發里,820,2280,415,0.233285917,0.648648649,0.118065434,3515,37,3552,4954,0.716996367
6500200-114,6500200,新北市,三重區,永順里,600,1916,330,0.210822207,0.67322558,0.115952214,2846,33,2879,4272,0.673923221
6500200-115,6500200,新北市,三重區,永豐里,749,2112,384,0.230816641,0.650847458,0.118335901,3245,36,3281,4805,0.682830385
6500200-116,6500200,新北市,三重區,立德里,533,1306,246,0.255635492,0.626378897,0.117985612,2085,22,2107,2933,0.718377088
6500200-117,6500200,新北市,三重區,福樂里,526,1401,229,0.243970315,0.649814471,0.106215213,2156,21,2177,3223,0.675457648
6500200-118,6500200,新北市,三重區,仁華里,618,1608,321,0.242638398,0.631330978,0.126030624,2547,24,2571,3698,0.695240671
6500200-119,6500200,新北市,三重區,五順里,563,1459,252,0.247581354,0.641600704,0.110817942,2274,24,2298,3349,0.686174978
6500900-001,6500900,新北市,三峽區,三峽里,74,110,15,0.371859296,0.552763819,0.075376884,199,2,201,281,0.715302491
6500900-002,6500900,新北市,三峽區,秀川里,124,197,49,0.335135135,0.532432432,0.132432432,370,3,373,563,0.662522202
6500900-003,6500900,新北市,三峽區,八張里,665,1256,266,0.304069502,0.574302698,0.121627801,2187,26,2213,3202,0.691130543
6500900-004,6500900,新北市,三峽區,中埔里,472,766,203,0.327550312,0.531575295,0.140874393,1441,12,1453,2240,0.648660714
6500900-005,6500900,新北市,三峽區,弘道里,173,469,71,0.242636746,0.657784011,0.099579243,713,8,721,1036,0.695945946
6500900-006,6500900,新北市,三峽區,永?里,1233,2339,515,0.30168828,0.572302422,0.126009298,4087,50,4137,6134,0.674437561
6500900-007,6500900,新北市,三峽區,礁溪里,861,1647,432,0.292857143,0.560204082,0.146938776,2940,26,2966,4589,0.646328176
6500900-008,6500900,新北市,三峽區,鳶山里,1504,2900,775,0.290403553,0.559953659,0.149642788,5179,40,5219,8115,0.643130006
6500900-009,6500900,新北市,三峽區,龍埔里,1391,2600,678,0.297922467,0.556864425,0.145213108,4669,55,4724,7281,0.648811976
6500900-010,6500900,新北市,三峽區,大埔里,749,1201,281,0.335723891,0.538323622,0.125952488,2231,18,2249,3485,0.645337159
6500900-011,6500900,新北市,三峽區,嘉添里,598,695,166,0.409869774,0.476353667,0.113776559,1459,16,1475,2278,0.647497805
6500900-012,6500900,新北市,三峽區,添福里,171,443,73,0.248908297,0.644832606,0.106259098,687,8,695,1033,0.672797677
6500900-013,6500900,新北市,三峽區,金圳里,84,195,40,0.263322884,0.611285266,0.12539185,319,0,319,483,0.660455487
6500900-014,6500900,新北市,三峽區,五寮里,152,307,73,0.285714286,0.577067669,0.137218045,532,5,537,841,0.638525565
6500900-015,6500900,新北市,三峽區,插角里,135,308,36,0.281837161,0.643006263,0.075156576,479,6,485,712,0.681179775
6500900-016,6500900,新北市,三峽區,有木里,117,297,46,0.254347826,0.645652174,0.1,460,6,466,727,0.640990371
6500900-017,6500900,新北市,三峽區,溪北里,355,873,170,0.253934192,0.624463519,0.121602289,1398,14,1412,1999,0.706353177
6500900-018,6500900,新北市,三峽區,溪南里,235,602,105,0.249469214,0.639065817,0.111464968,942,4,946,1342,0.704918033
6500900-019,6500900,新北市,三峽區,溪東里,573,939,225,0.329879102,0.540587219,0.129533679,1737,19,1756,2627,0.668443091
6500900-020,6500900,新北市,三峽區,成福里,186,411,37,0.293375394,0.648264984,0.058359621,634,6,640,852,0.751173709
6500900-021,6500900,新北市,三峽區,安坑里,186,627,55,0.214285714,0.72235023,0.063364055,868,11,879,1285,0.684046693
6500900-022,6500900,新北市,三峽區,竹崙里,273,797,120,0.229411765,0.669747899,0.100840336,1190,13,1203,1865,0.645040214
6500900-023,6500900,新北市,三峽區,介壽里,861,1984,463,0.260278114,0.599758162,0.139963724,3308,42,3350,5511,0.607875159
6500900-024,6500900,新北市,三峽區,安溪里,1179,2086,563,0.30799373,0.544932079,0.14707419,3828,57,3885,6141,0.632633122
6500900-025,6500900,新北市,三峽區,中正里,811,1597,363,0.292674125,0.576326236,0.130999639,2771,30,2801,4292,0.652609506
6500900-026,6500900,新北市,三峽區,二鬮里,668,895,259,0.366630077,0.491218441,0.142151482,1822,21,1843,2949,0.624957613
6500900-027,6500900,新北市,三峽區,龍學里,2769,3188,957,0.400491756,0.461093434,0.138414811,6914,83,6997,10570,0.661967833
6500900-028,6500900,新北市,三峽區,龍恩里,1112,1266,352,0.407326007,0.463736264,0.128937729,2730,20,2750,4382,0.627567321
6501300-001,6501300,新北市,土城區,埤塘里,654,1145,247,0.319648094,0.559628543,0.120723363,2046,30,2076,4703,0.44142037
6501300-002,6501300,新北市,土城區,土城里,404,652,140,0.337792642,0.545150502,0.117056856,1196,16,1212,1771,0.684359119
6501300-003,6501300,新北市,土城區,員林里,1060,1769,423,0.32595326,0.54397294,0.130073801,3252,33,3285,4899,0.670545009
6501300-004,6501300,新北市,土城區,員仁里,1016,1715,384,0.326163724,0.550561798,0.123274478,3115,35,3150,4775,0.659685864
6501300-005,6501300,新北市,土城區,長風里,726,346,185,0.577565632,0.275258552,0.147175815,1257,9,1266,1727,0.733063115
6501300-006,6501300,新北市,土城區,日新里,775,1622,292,0.288211231,0.603198215,0.108590554,2689,40,2729,3995,0.68310388
6501300-007,6501300,新北市,土城區,日和里,914,2054,331,0.277053653,0.622612913,0.100333434,3299,34,3333,4936,0.675243112
6501300-008,6501300,新北市,土城區,貨饒里,595,1462,268,0.255913978,0.628817204,0.115268817,2325,27,2352,3485,0.674892396
6501300-009,6501300,新北市,土城區,柑林里,557,995,230,0.312570146,0.558361392,0.129068462,1782,14,1796,2613,0.687332568
6501300-010,6501300,新北市,土城區,埤林里,1640,2637,593,0.336755647,0.541478439,0.121765914,4870,60,4930,7143,0.690186196
6501300-011,6501300,新北市,土城區,瑞興里,480,1166,221,0.257096947,0.624531334,0.118371719,1867,27,1894,2781,0.681049982
6501300-012,6501300,新北市,土城區,清水里,1376,2679,506,0.301688226,0.587371191,0.110940583,4561,34,4595,6842,0.671587255
6501300-013,6501300,新北市,土城區,清和里,883,2089,355,0.265404268,0.627892997,0.106702735,3327,27,3354,5378,0.623651915
6501300-014,6501300,新北市,土城區,永豐里,822,1331,278,0.338132456,0.547511312,0.114356232,2431,25,2456,3689,0.665763079
6501300-015,6501300,新北市,土城區,清化里,265,564,104,0.284030011,0.604501608,0.111468382,933,8,941,1435,0.655749129
6501300-016,6501300,新北市,土城區,清溪里,1398,2014,432,0.363683663,0.523933403,0.112382934,3844,45,3889,5861,0.663538645
6501300-017,6501300,新北市,土城區,?廷里,1169,2403,512,0.286238981,0.588393732,0.125367287,4084,40,4124,6407,0.643670985
6501300-018,6501300,新北市,土城區,平和里,1146,2390,482,0.285216526,0.594823295,0.119960179,4018,44,4062,6008,0.676098535
6501300-019,6501300,新北市,土城區,廷寮里,774,1679,324,0.278718041,0.604609291,0.116672668,2777,29,2806,4049,0.69301062
6501300-020,6501300,新北市,土城區,大安里,816,1547,361,0.299559471,0.567914831,0.132525698,2724,33,2757,4089,0.674247982
6501300-021,6501300,新北市,土城區,永寧里,1347,2411,585,0.310154271,0.555146212,0.134699516,4343,55,4398,6886,0.638687191
6501300-022,6501300,新北市,土城區,沛陂里,702,1501,290,0.281588448,0.60208584,0.116325712,2493,23,2516,3756,0.669861555
6501300-023,6501300,新北市,土城區,頂埔里,898,1409,323,0.341444867,0.535741445,0.122813688,2630,30,2660,4103,0.648306117
6501300-024,6501300,新北市,土城區,頂福里,1016,1548,326,0.351557093,0.535640138,0.112802768,2890,31,2921,4335,0.673817762
6501300-025,6501300,新北市,土城區,頂新里,641,625,176,0.444521498,0.433425798,0.122052705,1442,15,1457,2152,0.67704461
6501300-026,6501300,新北市,土城區,祖田里,254,620,120,0.255533199,0.623742455,0.120724346,994,9,1003,1438,0.697496523
6501300-027,6501300,新北市,土城區,樂利里,929,1759,349,0.305893974,0.57918999,0.114916036,3037,35,3072,4583,0.670303295
6501300-028,6501300,新北市,土城區,廣福里,1128,1779,375,0.34369287,0.542047532,0.114259598,3282,37,3319,4814,0.689447445
6501300-029,6501300,新北市,土城區,學府里,605,1193,237,0.297297297,0.586240786,0.116461916,2035,21,2056,3070,0.66970684
6501300-030,6501300,新北市,土城區,延壽里,794,1511,265,0.308949416,0.587937743,0.10311284,2570,35,2605,3942,0.660832065
6501300-031,6501300,新北市,土城區,安和里,718,1751,355,0.254249292,0.620042493,0.125708215,2824,30,2854,4241,0.672954492
6501300-032,6501300,新北市,土城區,青雲里,502,995,199,0.295990566,0.586674528,0.117334906,1696,25,1721,2514,0.684566428
6501300-033,6501300,新北市,土城區,員福里,941,1809,401,0.298635354,0.574103459,0.127261187,3151,32,3183,4795,0.663816475
6501300-034,6501300,新北市,土城區,延吉里,638,1550,329,0.253476361,0.615812475,0.130711164,2517,14,2531,3818,0.66291252
6501300-035,6501300,新北市,土城區,復興里,805,1605,301,0.296938399,0.59203246,0.111029141,2711,33,2744,3972,0.690835851
6501300-036,6501300,新北市,土城區,裕生里,917,1880,340,0.292317501,0.599298693,0.108383806,3137,40,3177,4697,0.676389185
6501300-037,6501300,新北市,土城區,員信里,860,1363,318,0.338449429,0.536402991,0.12514758,2541,24,2565,3839,0.668142746
6501300-038,6501300,新北市,土城區,永富里,878,1655,375,0.301925722,0.56911967,0.128954608,2908,34,2942,4480,0.656696429
6501300-039,6501300,新北市,土城區,學成里,578,1244,225,0.282364436,0.607718613,0.109916952,2047,20,2067,2841,0.727560718
6501300-040,6501300,新北市,土城區,延和里,1086,2085,409,0.303351955,0.582402235,0.11424581,3580,38,3618,5468,0.661667886
6501300-041,6501300,新北市,土城區,中正里,587,996,223,0.325027685,0.551495017,0.123477298,1806,25,1831,2700,0.678148148
6501300-042,6501300,新北市,土城區,學士里,838,1480,329,0.316584813,0.559123536,0.124291651,2647,31,2678,3869,0.692168519
6501300-043,6501300,新北市,土城區,明德里,1128,1680,341,0.358208955,0.533502699,0.108288346,3149,39,3188,4745,0.671865121
6501300-044,6501300,新北市,土城區,廣興里,616,1050,232,0.32455216,0.553213909,0.12223393,1898,22,1920,2860,0.671328671
6501300-045,6501300,新北市,土城區,青山里,532,1007,213,0.303652968,0.574771689,0.121575342,1752,29,1781,2674,0.666043381
6501300-046,6501300,新北市,土城區,金城里,1148,1600,368,0.368421053,0.513478819,0.118100128,3116,39,3155,5007,0.630117835
6501300-047,6501300,新北市,土城區,延祿里,643,1368,226,0.287438534,0.611533304,0.101028163,2237,21,2258,3569,0.632670216
6500300-001,6500300,新北市,中和區,中原里,988,1607,314,0.339635614,0.552423513,0.107940873,2909,54,2963,4461,0.664200852
6500300-002,6500300,新北市,中和區,平河里,1924,2699,636,0.365849021,0.51321544,0.120935539,5259,86,5345,7699,0.694246006
6500300-003,6500300,新北市,中和區,信和里,830,1402,307,0.326900354,0.5521859,0.120913746,2539,45,2584,3733,0.692204661
6500300-004,6500300,新北市,中和區,仁和里,911,1381,300,0.351466049,0.53279321,0.115740741,2592,32,2624,3725,0.70442953
6500300-005,6500300,新北市,中和區,中正里,834,1240,284,0.353689567,0.525869381,0.120441052,2358,39,2397,3521,0.680772508
6500300-006,6500300,新北市,中和區,建和里,1020,941,266,0.458015267,0.422541536,0.119443197,2227,29,2256,3180,0.709433962
6500300-007,6500300,新北市,中和區,連和里,1749,1734,481,0.441220989,0.437436932,0.121342079,1374,19,1393,2101,0.663017611
6500300-008,6500300,新北市,中和區,連城里,1106,1146,299,0.433555468,0.449235594,0.117208938,3784,50,3834,5538,0.692307692
6500300-009,6500300,新北市,中和區,力行里,808,1122,260,0.368949772,0.512328767,0.118721461,3547,62,3609,5117,0.705296072
6500300-010,6500300,新北市,中和區,枋寮里,844,1114,241,0.383810823,0.506593906,0.109595271,2199,30,2229,3165,0.704265403
