Village_Code,Town_Code,縣市,鄉鎮區,村里,KMT,DPP,PFP,KMT_rate,DPP_rate,PFP_rate,Valid_Votes,Invalid_Votes,Votes,Valid_People,Votes_Rate
6702100-007,6702100,台南市,安定區,中榮里,169,776,75,0.165686275,0.760784314,0.073529412,1020,18,1038,1542,0.673151751
6702100-008,6702100,台南市,安定區,港口里,361,1265,170,0.201002227,0.704342984,0.094654788,1796,18,1814,2660,0.681954887
6702100-009,6702100,台南市,安定區,港南里,300,1127,143,0.191082803,0.717834395,0.091082803,1570,26,1596,2446,0.652493868
6702100-010,6702100,台南市,安定區,大同里,102,307,54,0.220302376,0.663066955,0.11663067,463,3,466,696,0.66954023
6702100-011,6702100,台南市,安定區,六嘉里,145,813,74,0.140503876,0.787790698,0.071705426,1032,27,1059,1488,0.711693548
6702100-012,6702100,台南市,安定區,中沙里,94,350,22,0.201716738,0.751072961,0.0472103,466,3,469,683,0.686676428
6702100-013,6702100,台南市,安定區,新吉里,255,1194,148,0.159674389,0.747651847,0.092673763,1597,20,1617,2359,0.685459941
6702100-014,6702100,台南市,安定區,海寮里,297,1131,145,0.188811189,0.719008264,0.092180547,1573,14,1587,2447,0.648549244
6702100-015,6702100,台南市,安定區,管寮里,79,496,40,0.128455285,0.806504065,0.06504065,615,5,620,930,0.666666667
6702100-016,6702100,台南市,安定區,南安里,78,284,36,0.195979899,0.713567839,0.090452261,398,8,406,593,0.6846543
6703500-001,6703500,台南市,安南區,東和里,213,988,161,0.156387665,0.725403818,0.118208517,1362,21,1383,2034,0.679941003
6703500-002,6703500,台南市,安南區,安順里,553,1986,303,0.194581281,0.698803659,0.10661506,2842,36,2878,4240,0.678773585
6703500-003,6703500,台南市,安南區,塭南里,487,2142,281,0.167353952,0.736082474,0.096563574,2910,44,2954,4388,0.673199635
6703500-004,6703500,台南市,安南區,州南里,550,2168,282,0.183333333,0.722666667,0.094,3000,33,3033,4531,0.669388656
6703500-005,6703500,台南市,安南區,州北里,514,1948,303,0.185895118,0.704520796,0.109584087,2765,41,2806,4209,0.666666667
6703500-006,6703500,台南市,安南區,安東里,302,1418,185,0.158530184,0.744356955,0.097112861,1905,12,1917,2802,0.684154176
6703500-007,6703500,台南市,安南區,安西里,351,1620,218,0.16034719,0.740063956,0.099588853,2189,20,2209,3174,0.695967234
6703500-008,6703500,台南市,安南區,頂安里,456,2105,295,0.159663866,0.737044818,0.103291317,2856,25,2881,4159,0.692714595
6703500-009,6703500,台南市,安南區,安慶里,622,2784,386,0.164029536,0.734177215,0.101793249,3792,39,3831,5606,0.683374955
6703500-010,6703500,台南市,安南區,新順里,701,2563,398,0.191425451,0.69989077,0.108683779,3662,34,3696,5557,0.665107072
6703500-011,6703500,台南市,安南區,原佃里,252,914,157,0.19047619,0.690854119,0.11866969,1323,25,1348,2052,0.656920078
6703500-012,6703500,台南市,安南區,總頭里,200,884,94,0.169779287,0.750424448,0.079796265,1178,18,1196,1775,0.673802817
6703500-013,6703500,台南市,安南區,長安里,424,2055,274,0.154013803,0.746458409,0.099527788,2753,34,2787,4218,0.660739687
6703500-014,6703500,台南市,安南區,公親里,137,589,45,0.17769131,0.763942931,0.058365759,771,10,781,1122,0.696078431
6703500-015,6703500,台南市,安南區,海東里,528,2404,335,0.161616162,0.735843281,0.102540557,3267,30,3297,5028,0.655727924
6703500-016,6703500,台南市,安南區,海西里,313,1116,177,0.194894147,0.694894147,0.110211706,1606,21,1627,2479,0.656313029
6703500-017,6703500,台南市,安南區,海南里,228,926,146,0.175384615,0.712307692,0.112307692,1300,12,1312,1908,0.687631027
6703500-018,6703500,台南市,安南區,溪心里,711,2766,421,0.182401231,0.709594664,0.108004105,3898,37,3935,6608,0.595490315
6703500-019,6703500,台南市,安南區,?田里,241,528,119,0.271396396,0.594594595,0.134009009,888,15,903,1360,0.663970588
6703500-020,6703500,台南市,安南區,淵東里,457,1922,280,0.171869124,0.722828131,0.105302745,2659,21,2680,4167,0.643148548
6703500-021,6703500,台南市,安南區,淵西里,317,1363,188,0.169700214,0.729657388,0.100642398,1868,20,1888,2897,0.651708664
6703500-022,6703500,台南市,安南區,佃東里,360,1348,219,0.186818889,0.699532953,0.113648158,1927,25,1952,3098,0.630083925
6703500-023,6703500,台南市,安南區,佃西里,199,813,115,0.176574978,0.721384206,0.102040816,1127,13,1140,1803,0.632279534
6703500-024,6703500,台南市,安南區,公塭里,122,441,53,0.198051948,0.715909091,0.086038961,616,10,626,876,0.714611872
6703500-025,6703500,台南市,安南區,南興里,152,791,94,0.146576663,0.762777242,0.090646095,1037,12,1049,1603,0.654398004
6703500-026,6703500,台南市,安南區,學東里,182,855,117,0.157712305,0.740901213,0.101386482,1154,20,1174,2007,0.584952666
6703500-027,6703500,台南市,安南區,城東里,187,595,76,0.217948718,0.693473193,0.088578089,858,17,875,1433,0.610607118
6703500-028,6703500,台南市,安南區,城北里,146,674,86,0.161147903,0.74392936,0.094922737,906,7,913,1384,0.659682081
6703500-029,6703500,台南市,安南區,城中里,138,455,81,0.204747774,0.675074184,0.120178042,674,8,682,993,0.686807654
6703500-030,6703500,台南市,安南區,城南里,308,1301,166,0.173521127,0.732957746,0.093521127,1775,27,1802,2869,0.628093412
6703500-031,6703500,台南市,安南區,城西里,130,638,80,0.153301887,0.752358491,0.094339623,848,17,865,1284,0.673676012
6703500-032,6703500,台南市,安南區,青草里,127,608,71,0.157568238,0.754342432,0.08808933,806,9,815,1400,0.582142857
6703500-033,6703500,台南市,安南區,砂崙里,116,608,78,0.144638404,0.758104738,0.097256858,802,13,815,1313,0.620715918
6703500-034,6703500,台南市,安南區,顯宮里,230,564,104,0.256124722,0.628062361,0.115812918,898,18,916,1394,0.657101865
6703500-035,6703500,台南市,安南區,鹿耳里,141,336,72,0.256830601,0.612021858,0.131147541,549,11,560,855,0.65497076
6703500-036,6703500,台南市,安南區,四草里,235,823,117,0.2,0.700425532,0.099574468,1175,26,1201,1761,0.681998864
6703500-037,6703500,台南市,安南區,安和里,236,1016,152,0.168091168,0.723646724,0.108262108,1404,15,1419,2130,0.666197183
6703500-038,6703500,台南市,安南區,溪北里,368,1281,235,0.195329087,0.679936306,0.124734607,1884,13,1897,2699,0.702852908
6703500-039,6703500,台南市,安南區,溪頂里,599,1997,351,0.20325755,0.677638276,0.119104174,2947,31,2978,4262,0.698732989
6703500-040,6703500,台南市,安南區,溪墘里,364,1438,218,0.18019802,0.711881188,0.107920792,2020,19,2039,3010,0.677408638
6703500-041,6703500,台南市,安南區,海佃里,517,2076,288,0.179451579,0.720583131,0.09996529,2881,30,2911,4233,0.687691944
6703500-042,6703500,台南市,安南區,幸福里,385,1910,265,0.150390625,0.74609375,0.103515625,2560,24,2584,3633,0.711257914
6703500-043,6703500,台南市,安南區,鳳凰里,486,1886,320,0.180534918,0.700594354,0.118870728,2692,24,2716,4269,0.63621457
6703500-044,6703500,台南市,安南區,梅花里,448,1818,294,0.175,0.71015625,0.11484375,2560,29,2589,3959,0.653953018
6703500-045,6703500,台南市,安南區,理想里,554,2227,284,0.180750408,0.726590538,0.092659054,3065,35,3100,4460,0.695067265
6703500-046,6703500,台南市,安南區,溪東里,515,1641,260,0.213162252,0.679221854,0.107615894,2416,27,2443,3539,0.690307997
6703500-047,6703500,台南市,安南區,淵中里,397,1491,194,0.190682037,0.716138329,0.093179635,2082,23,2105,3106,0.677720541
6703500-048,6703500,台南市,安南區,布袋里,188,663,118,0.194014448,0.684210526,0.121775026,969,11,980,1491,0.657276995
6703500-049,6703500,台南市,安南區,國安里,265,1076,169,0.175496689,0.712582781,0.11192053,1510,11,1521,2143,0.709752683
6703500-050,6703500,台南市,安南區,安富里,568,2436,336,0.17005988,0.729341317,0.100598802,3340,45,3385,5131,0.659715455
6703500-051,6703500,台南市,安南區,大安里,420,1690,257,0.177439797,0.713983946,0.108576257,2367,18,2385,3548,0.672209696
6701400-001,6701400,台南市,西港區,西港里,352,1572,163,0.168663153,0.753234308,0.07810254,2087,23,2110,3131,0.6739061
6701400-002,6701400,台南市,西港區,南海里,213,1223,86,0.139947438,0.803547963,0.056504599,1522,31,1553,2336,0.664811644
6701400-003,6701400,台南市,西港區,港東里,169,716,83,0.174586777,0.739669421,0.085743802,968,15,983,1490,0.659731544
6701400-004,6701400,台南市,西港區,檨林里,145,760,72,0.148413511,0.777891505,0.073694985,977,17,994,1541,0.645035691
6701400-005,6701400,台南市,西港區,後營里,125,750,52,0.134843581,0.809061489,0.05609493,927,19,946,1397,0.677165354
6701400-006,6701400,台南市,西港區,營西里,110,619,66,0.13836478,0.778616352,0.083018868,795,11,806,1314,0.613394216
6701400-007,6701400,台南市,西港區,金砂里,77,419,32,0.145833333,0.793560606,0.060606061,528,10,538,780,0.68974359
6701400-008,6701400,台南市,西港區,劉厝里,124,663,49,0.148325359,0.793062201,0.05861244,836,12,848,1264,0.670886076
6701400-009,6701400,台南市,西港區,竹林里,122,592,55,0.158647594,0.769830949,0.071521456,769,11,780,1180,0.661016949
6701400-010,6701400,台南市,西港區,永樂里,94,501,35,0.149206349,0.795238095,0.055555556,630,12,642,1007,0.637537239
6701400-011,6701400,台南市,西港區,新復里,130,475,72,0.192023634,0.701624815,0.106351551,677,11,688,1057,0.65089877
6701400-012,6701400,台南市,西港區,慶安里,527,2057,232,0.187144886,0.73046875,0.082386364,2816,38,2854,4259,0.670110355
6701200-001,6701200,台南市,佳里區,東寧里,273,802,114,0.22960471,0.6745164,0.09587889,1189,13,1202,1794,0.670011148
6701200-002,6701200,台南市,佳里區,忠仁里,318,1281,154,0.181403309,0.73074729,0.087849401,1753,23,1776,2776,0.639769452
6701200-003,6701200,台南市,佳里區,鎮山里,688,2539,339,0.192933259,0.712002243,0.095064498,3566,27,3593,5483,0.655298194
6701200-004,6701200,台南市,佳里區,建南里,990,3519,479,0.198476343,0.705493184,0.096030473,4988,83,5071,7977,0.635702645
6701200-005,6701200,台南市,佳里區,安西里,1476,4771,642,0.214254609,0.692553346,0.093192045,6889,103,6992,10831,0.645554427
6701200-006,6701200,台南市,佳里區,六安里,555,1620,226,0.231153686,0.674718867,0.094127447,2401,29,2430,3863,0.629044784
6701200-007,6701200,台南市,佳里區,佳化里,244,949,92,0.189883268,0.738521401,0.071595331,1285,18,1303,2053,0.634680955
6701200-008,6701200,台南市,佳里區,禮化里,107,456,42,0.176859504,0.753719008,0.069421488,605,8,613,920,0.666304348
6701200-009,6701200,台南市,佳里區,興化里,122,619,60,0.152309613,0.77278402,0.074906367,801,10,811,1239,0.654560129
6701200-010,6701200,台南市,佳里區,營頂里,76,307,26,0.185819071,0.750611247,0.063569682,409,5,414,657,0.630136986
6701200-011,6701200,台南市,佳里區,溪州里,57,163,16,0.241525424,0.690677966,0.06779661,236,5,241,384,0.627604167
6701200-012,6701200,台南市,佳里區,海澄里,153,648,87,0.172297297,0.72972973,0.097972973,888,13,901,1432,0.629189944
6701200-013,6701200,台南市,佳里區,漳洲里,65,347,37,0.144766147,0.772828508,0.082405345,449,9,458,710,0.645070423
6701200-014,6701200,台南市,佳里區,頂?里,121,381,64,0.213780919,0.673144876,0.113074205,566,8,574,870,0.659770115
6701200-015,6701200,台南市,佳里區,嘉福里,105,454,28,0.178875639,0.773424191,0.04770017,587,5,592,907,0.652701213
6701200-016,6701200,台南市,佳里區,通興里,81,499,43,0.130016051,0.800963082,0.069020867,623,9,632,991,0.637739657
6701200-017,6701200,台南市,佳里區,蚶寮里,45,427,39,0.088062622,0.835616438,0.076320939,511,6,517,830,0.622891566
6701200-018,6701200,台南市,佳里區,龍安里,122,516,45,0.178623719,0.755490483,0.065885798,683,6,689,1030,0.668932039
6701200-019,6701200,台南市,佳里區,民安里,148,737,55,0.157446809,0.784042553,0.058510638,940,7,947,1404,0.674501425
6701200-020,6701200,台南市,佳里區,子龍里,138,771,55,0.143153527,0.799792531,0.057053942,964,10,974,1474,0.660786974
6701200-021,6701200,台南市,佳里區,三協里,92,512,40,0.142857143,0.795031056,0.062111801,644,6,650,946,0.687103594
6701000-001,6701000,台南市,官田區,官田里,267,962,133,0.196035242,0.706314244,0.097650514,1362,17,1379,2020,0.682673267
6701000-002,6701000,台南市,官田區,二鎮里,198,1564,125,0.104928458,0.828828829,0.066242713,1887,16,1903,2910,0.65395189
6701000-003,6701000,台南市,官田區,湖山里,62,579,39,0.091176471,0.851470588,0.057352941,680,5,685,967,0.708376422
6701000-004,6701000,台南市,官田區,嘉南里,48,106,17,0.280701754,0.619883041,0.099415205,171,1,172,272,0.632352941
6701000-005,6701000,台南市,官田區,大崎里,57,203,20,0.203571429,0.725,0.071428571,280,2,282,440,0.640909091
6701000-006,6701000,台南市,官田區,隆田里,317,810,118,0.254618474,0.65060241,0.094779116,1245,11,1256,1870,0.671657754
6701000-007,6701000,台南市,官田區,隆本里,553,1263,204,0.273762376,0.625247525,0.100990099,2020,27,2047,3118,0.656510584
6701000-008,6701000,台南市,官田區,南?里,100,555,70,0.137931034,0.765517241,0.096551724,725,7,732,1138,0.643233743
6701000-009,6701000,台南市,官田區,東庄里,43,821,31,0.048044693,0.917318436,0.034636872,895,10,905,1282,0.705928237
6701000-010,6701000,台南市,官田區,西庄里,16,405,8,0.037296037,0.944055944,0.018648019,429,4,433,629,0.688394277
6701000-011,6701000,台南市,官田區,拔林里,64,240,30,0.191616766,0.718562874,0.089820359,334,3,337,535,0.629906542
6701000-012,6701000,台南市,官田區,渡頭里,233,1057,124,0.164780764,0.747524752,0.087694484,1414,25,1439,2112,0.681344697
6701000-013,6701000,台南市,官田區,社子里,55,471,24,0.1,0.856363636,0.043636364,550,10,560,885,0.632768362
6700600-001,6700600,台南市,東山區,東山里,201,490,85,0.259020619,0.631443299,0.109536082,776,6,782,1404,0.556980057
6700600-002,6700600,台南市,東山區,東中里,335,938,147,0.235915493,0.66056338,0.103521127,1420,15,1435,2372,0.604974705
6700600-003,6700600,台南市,東山區,東正里,151,598,85,0.181055156,0.717026379,0.101918465,834,8,842,1455,0.578694158
6700600-004,6700600,台南市,東山區,三榮里,76,406,51,0.142589118,0.761726079,0.095684803,533,1,534,913,0.584884995
6700600-005,6700600,台南市,東山區,大客里,124,373,65,0.220640569,0.663701068,0.115658363,562,9,571,1077,0.530176416
6700600-006,6700600,台南市,東山區,科里里,151,532,74,0.199471598,0.702774108,0.097754293,757,22,779,1260,0.618253968
6700600-007,6700600,台南市,東山區,東河里,62,408,43,0.1208577,0.795321637,0.083820663,513,7,520,877,0.592930445
6700600-008,6700600,台南市,東山區,南溪里,37,156,45,0.155462185,0.655462185,0.18907563,238,7,245,441,0.555555556
6700600-009,6700600,台南市,東山區,水雲里,25,165,10,0.125,0.825,0.05,200,1,201,407,0.493857494
6700600-010,6700600,台南市,東山區,林安里,30,168,17,0.139534884,0.781395349,0.079069767,215,5,220,360,0.611111111
6700600-011,6700600,台南市,東山區,東原里,269,769,143,0.227773074,0.651143099,0.121083827,1181,18,1199,2176,0.551011029
6700600-012,6700600,台南市,東山區,嶺南里,64,261,32,0.179271709,0.731092437,0.089635854,357,5,362,708,0.511299435
6700600-013,6700600,台南市,東山區,南勢里,132,376,68,0.229166667,0.652777778,0.118055556,576,3,579,1119,0.517426273
6700600-014,6700600,台南市,東山區,青山里,120,378,100,0.200668896,0.632107023,0.16722408,598,6,604,1067,0.566073102
6700600-015,6700600,台南市,東山區,高原里,125,278,114,0.241779497,0.537717602,0.220502901,517,8,525,905,0.580110497
6700600-016,6700600,台南市,東山區,聖賢里,198,849,120,0.16966581,0.727506427,0.102827763,1167,24,1191,1881,0.633173844
6600200-009,6600200,台南市,東區,東門里,331,798,98,0.269763651,0.650366748,0.079869601,4177,58,4235,5886,0.719503908
6703200-001,6703200,台南市,東區,富裕里,338,910,128,0.245639535,0.661337209,0.093023256,1376,23,1399,2143,0.652823145
6703200-002,6703200,台南市,東區,裕農里,531,1161,209,0.27932667,0.610731194,0.109942136,1901,31,1932,2880,0.670833333
6703200-003,6703200,台南市,東區,大智里,1244,2338,553,0.300846433,0.56541717,0.133736397,4135,54,4189,6286,0.666401527
6703200-004,6703200,台南市,東區,崇學里,537,1235,171,0.276376737,0.635615028,0.088008235,1943,20,1963,2815,0.697335702
6703200-005,6703200,台南市,東區,泉南里,808,1846,336,0.270234114,0.617391304,0.112374582,2990,44,3034,4634,0.654725939
6703200-006,6703200,台南市,東區,仁和里,688,1670,351,0.253968254,0.61646364,0.129568106,2709,32,2741,4177,0.656212593
6703200-007,6703200,台南市,東區,後甲里,575,1124,204,0.302154493,0.590646348,0.107199159,1903,24,1927,2849,0.676377676
6703200-008,6703200,台南市,東區,東光里,1056,1783,370,0.329074478,0.555624805,0.115300717,3209,49,3258,4761,0.684310019
6703200-009,6703200,台南市,東區,新東里,486,954,168,0.302238806,0.593283582,0.104477612,1608,24,1632,2371,0.688317166
6703200-010,6703200,台南市,東區,中西里,610,1200,218,0.300788955,0.591715976,0.107495069,2028,25,2053,3075,0.667642276
6703200-011,6703200,台南市,東區,東安里,240,595,102,0.256136606,0.635005336,0.108858058,937,11,948,1451,0.653342522
6703200-012,6703200,台南市,東區,崇明里,836,1399,287,0.33148295,0.554718477,0.113798573,2522,31,2553,3845,0.663979194
6703200-013,6703200,台南市,東區,自強里,870,1793,376,0.286278381,0.589996709,0.12372491,3039,27,3066,4707,0.6513703
6703200-014,6703200,台南市,東區,和平里,746,1808,359,0.256093375,0.62066598,0.123240645,2913,30,2943,4367,0.673918022
6703200-015,6703200,台南市,東區,路東里,372,530,130,0.360465116,0.513565891,0.125968992,1032,7,1039,1546,0.672056921
